deviceId,status,owner,location,note,timestamp
EW-0106,Recycled,RecyclerX,Penang,Final stage: recycled,2026-01-03T13:43:00Z
EW-0107,Registered,CollectorB,Perak,Initial registration,2025-12-31T00:28:00Z
EW-0107,Collected,CollectorB,Perak,Collected from user,2025-12-31T03:28:00Z
EW-0107,Disposed,RecyclerX,Kuala Lumpur,Final stage: disposed,2026-01-01T13:28:00Z
EW-0108,Registered,CollectorB,Penang,Initial registration,2025-12-29T22:44:00Z
EW-0108,Collected,CollectorB,Penang,Collected from user,2025-12-29T23:44:00Z
EW-0108,Disposed,RecyclerX,Selangor,Final stage: disposed,2026-01-01T20:44:00Z
EW-0109,Registered,CollectorA,Johor,Initial registration,2025-12-29T12:08:00Z
EW-0109,Collected,CollectorA,Johor,Collected from user,2025-12-30T16:08:00Z
EW-0109,Disposed,RecyclerX,Penang,Final stage: disposed,2025-12-31T00:08:00Z
EW-0110,Registered,CollectorB,Kuala Lumpur,Initial registration,2025-12-31T13:40:00Z
EW-0110,Collected,CollectorB,Kuala Lumpur,Collected from user,2025-12-31T15:40:00Z
EW-0110,Recycled,RecyclerY,Melaka,Final stage: recycled,2026-01-02T14:40:00Z
EW-0111,Registered,CollectorB,Perak,Initial registration,2025-12-31T13:02:00Z
EW-0111,Collected,CollectorB,Perak,Collected from user,2026-01-01T23:02:00Z
EW-0111,Disposed,RecyclerY,Melaka,Final stage: disposed,2026-01-02T15:02:00Z
EW-0112,Registered,CollectorC,Melaka,Initial registration,2025-12-29T21:56:00Z
EW-0112,Collected,CollectorC,Melaka,Collected from user,2025-12-31T07:56:00Z
EW-0112,Recycled,RecyclerY,Penang,Final stage: recycled,2026-01-03T06:56:00Z
EW-0113,Registered,CollectorA,Perak,Initial registration,2025-12-30T03:14:00Z
EW-0113,Collected,CollectorA,Perak,Collected from user,2025-12-31T21:14:00Z
EW-0113,Recycled,RecyclerY,Johor,Final stage: recycled,2026-01-01T12:14:00Z
EW-0114,Registered,CollectorA,Johor,Initial registration,2025-12-29T15:41:00Z
EW-0114,Collected,CollectorA,Johor,Collected from user,2025-12-30T22:41:00Z
EW-0114,Disposed,RecyclerY,Perak,Final stage: disposed,2026-01-02T12:41:00Z
EW-0115,Registered,CollectorB,Kuala Lumpur,Initial registration,2025-12-29T14:08:00Z
EW-0115,Collected,CollectorB,Kuala Lumpur,Collected from user,2025-12-30T14:08:00Z
EW-0115,Recycled,RecyclerX,Perak,Final stage: recycled,2026-01-01T08:08:00Z
EW-0116,Registered,CollectorB,Perak,Initial registration,2025-12-30T08:04:00Z
EW-0116,Collected,CollectorB,Perak,Collected from user,2025-12-31T05:04:00Z
EW-0116,Recycled,RecyclerX,Johor,Final stage: recycled,2026-01-02T23:04:00Z
EW-0117,Registered,CollectorA,Selangor,Initial registration,2025-12-31T18:08:00Z
EW-0117,Collected,CollectorA,Selangor,Collected from user,2026-01-01T23:08:00Z
EW-0117,Recycled,RecyclerY,Penang,Final stage: recycled,2026-01-04T23:08:00Z
EW-0118,Registered,CollectorA,Melaka,Initial registration,2025-12-31T04:03:00Z
EW-0118,Collected,CollectorA,Melaka,Collected from user,2025-12-31T09:03:00Z
EW-0118,Recycled,RecyclerY,Penang,Final stage: recycled,2026-01-02T09:03:00Z
EW-0119,Registered,CollectorC,Selangor,Initial registration,2025-12-31T06:07:00Z
EW-0119,Collected,CollectorC,Selangor,Collected from user,2026-01-01T02:07:00Z
EW-0119,Recycled,RecyclerX,Penang,Final stage: recycled,2026-01-03T10:07:00Z
EW-0120,Registered,CollectorA,Melaka,Initial registration,2025-12-31T16:10:00Z
EW-0120,Collected,CollectorA,Melaka,Collected from user,2026-01-02T01:10:00Z
EW-0120,Recycled,RecyclerY,Penang,Final stage: recycled,2026-01-04T05:10:00Z
EW-0121,Registered,CollectorA,Selangor,Initial registration,2025-12-30T01:08:00Z
EW-0121,Collected,CollectorA,Selangor,Collected from user,2025-12-30T11:08:00Z
EW-0121,Disposed,RecyclerX,Perak,Final stage: disposed,2025-12-31T02:08:00Z
EW-0122,Registered,CollectorA,Selangor,Initial registration,2025-12-30T07:03:00Z
EW-0122,Collected,CollectorA,Selangor,Collected from user,2026-01-01T04:03:00Z
EW-0122,Disposed,RecyclerX,Johor,Final stage: disposed,2026-01-02T07:03:00Z
EW-0123,Registered,CollectorA,Perak,Initial registration,2025-12-30T15:01:00Z
EW-0123,Collected,CollectorA,Perak,Collected from user,2025-12-31T11:01:00Z
EW-0123,Recycled,RecyclerY,Melaka,Final stage: recycled,2026-01-03T05:01:00Z
EW-0124,Registered,CollectorC,Johor,Initial registration,2025-12-30T04:29:00Z
EW-0124,Collected,CollectorC,Johor,Collected from user,2025-12-30T17:29:00Z
EW-0124,Disposed,RecyclerX,Melaka,Final stage: disposed,2025-12-31T16:29:00Z
EW-0125,Registered,CollectorA,Penang,Initial registration,2025-12-29T17:49:00Z
EW-0125,Collected,CollectorA,Penang,Collected from user,2025-12-30T04:49:00Z
EW-0125,Disposed,RecyclerX,Johor,Final stage: disposed,2025-12-31T20:49:00Z
EW-0126,Registered,CollectorB,Kuala Lumpur,Initial registration,2025-12-31T12:29:00Z
EW-0126,Collected,CollectorB,Kuala Lumpur,Collected from user,2026-01-01T21:29:00Z
EW-0126,Recycled,RecyclerY,Kuala Lumpur,Final stage: recycled,2026-01-04T02:29:00Z
EW-0127,Registered,CollectorC,Melaka,Initial registration,2025-12-31T04:08:00Z
EW-0127,Collected,CollectorC,Melaka,Collected from user,2025-12-31T14:08:00Z
EW-0127,Recycled,RecyclerY,Johor,Final stage: recycled,2026-01-01T13:08:00Z
EW-0128,Registered,CollectorA,Penang,Initial registration,2025-12-30T11:48:00Z
EW-0128,Collected,CollectorA,Penang,Collected from user,2025-12-30T21:48:00Z
EW-0128,Recycled,RecyclerY,Selangor,Final stage: recycled,2026-01-02T09:48:00Z
EW-0129,Registered,CollectorB,Kuala Lumpur,Initial registration,2025-12-29T21:30:00Z
EW-0129,Collected,CollectorB,Kuala Lumpur,Collected from user,2025-12-31T05:30:00Z
EW-0129,Recycled,RecyclerX,Penang,Final stage: recycled,2025-12-31T13:30:00Z
EW-0130,Registered,CollectorB,Selangor,Initial registration,2025-12-29T18:03:00Z
EW-0130,Collected,CollectorB,Selangor,Collected from user,2025-12-31T04:03:00Z
EW-0130,Recycled,RecyclerX,Johor,Final stage: recycled,2026-01-02T08:03:00Z
EW-0131,Registered,CollectorC,Kuala Lumpur,Initial registration,2025-12-31T07:07:00Z
EW-0131,Collected,CollectorC,Kuala Lumpur,Collected from user,2025-12-31T12:07:00Z
EW-0131,Recycled,RecyclerX,Perak,Final stage: recycled,2026-01-02T14:07:00Z
EW-0132,Registered,CollectorC,Selangor,Initial registration,2025-12-31T21:48:00Z
EW-0132,Collected,CollectorC,Selangor,Collected from user,2026-01-02T18:48:00Z
EW-0132,Recycled,RecyclerX,Kuala Lumpur,Final stage: recycled,2026-01-05T13:48:00Z
EW-0133,Registered,CollectorA,Penang,Initial registration,2025-12-31T00:42:00Z
EW-0133,Collected,CollectorA,Penang,Collected from user,2026-01-01T09:42:00Z
EW-0133,Disposed,RecyclerY,Kuala Lumpur,Final stage: disposed,2026-01-03T17:42:00Z
EW-0134,Registered,CollectorC,Penang,Initial registration,2025-12-30T19:40:00Z
EW-0134,Collected,CollectorC,Penang,Collected from user,2025-12-31T03:40:00Z
EW-0134,Disposed,RecyclerY,Melaka,Final stage: disposed,2026-01-02T08:40:00Z
EW-0135,Registered,CollectorC,Johor,Initial registration,2025-12-31T08:31:00Z
EW-0135,Collected,CollectorC,Johor,Collected from user,2026-01-01T18:31:00Z
EW-0135,Recycled,RecyclerY,Kuala Lumpur,Final stage: recycled,2026-01-03T10:31:00Z
EW-0136,Registered,CollectorA,Kuala Lumpur,Initial registration,2025-12-31T03:08:00Z
EW-0136,Collected,CollectorA,Kuala Lumpur,Collected from user,2026-01-01T22:08:00Z
EW-0136,Disposed,RecyclerY,Perak,Final stage: disposed,2026-01-03T17:08:00Z
EW-0137,Registered,CollectorC,Penang,Initial registration,2025-12-31T17:45:00Z
EW-0137,Collected,CollectorC,Penang,Collected from user,2026-01-01T11:45:00Z
EW-0137,Recycled,RecyclerY,Penang,Final stage: recycled,2026-01-02T00:45:00Z
EW-0138,Registered,CollectorA,Selangor,Initial registration,2025-12-29T15:32:00Z
EW-0138,Collected,CollectorA,Selangor,Collected from user,2025-12-30T07:32:00Z
EW-0138,Disposed,RecyclerY,Perak,Final stage: disposed,2026-01-01T11:32:00Z
EW-0139,Registered,CollectorB,Johor,Initial registration,2025-12-29T16:51:00Z
EW-0139,Collected,CollectorB,Johor,Collected from user,2025-12-31T05:51:00Z
EW-0139,Disposed,RecyclerY,Penang,Final stage: disposed,2026-01-01T04:51:00Z
EW-0140,Registered,CollectorB,Perak,Initial registration,2025-12-31T11:12:00Z
EW-0140,Collected,CollectorB,Perak,Collected from user,2026-01-01T23:12:00Z
EW-0140,Disposed,RecyclerY,Melaka,Final stage: disposed,2026-01-02T20:12:00Z
EW-0141,Registered,CollectorA,Kuala Lumpur,Initial registration,2025-12-30T00:53:00Z
EW-0141,Collected,CollectorA,Kuala Lumpur,Collected from user,2025-12-30T05:53:00Z
EW-0141,Recycled,RecyclerY,Kuala Lumpur,Final stage: recycled,2026-01-01T20:53:00Z
EW-0142,Registered,CollectorB,Selangor,Initial registration,2025-12-30T06:08:00Z
EW-0142,Collected,CollectorB,Selangor,Collected from user,2025-12-31T06:08:00Z
EW-0142,Recycled,RecyclerX,Selangor,Final stage: recycled,2026-01-03T05:08:00Z
EW-0143,Registered,CollectorC,Penang,Initial registration,2025-12-31T22:10:00Z
EW-0143,Collected,CollectorC,Penang,Collected from user,2026-01-02T10:10:00Z
EW-0143,Recycled,RecyclerX,Penang,Final stage: recycled,2026-01-03T08:10:00Z
EW-0144,Registered,CollectorC,Kuala Lumpur,Initial registration,2025-12-29T23:28:00Z
EW-0144,Collected,CollectorC,Kuala Lumpur,Collected from user,2025-12-30T20:28:00Z
EW-0144,Disposed,RecyclerY,Melaka,Final stage: disposed,2025-12-31T11:28:00Z
EW-0145,Registered,CollectorA,Johor,Initial registration,2026-01-01T03:01:00Z
EW-0145,Collected,CollectorA,Johor,Collected from user,2026-01-01T07:01:00Z
EW-0145,Recycled,RecyclerY,Selangor,Final stage: recycled,2026-01-02T04:01:00Z
EW-0146,Registered,CollectorB,Kuala Lumpur,Initial registration,2025-12-30T16:34:00Z
EW-0146,Collected,CollectorB,Kuala Lumpur,Collected from user,2025-12-31T05:34:00Z
EW-0146,Recycled,RecyclerY,Perak,Final stage: recycled,2026-01-01T22:34:00Z
EW-0147,Registered,CollectorA,Selangor,Initial registration,2026-01-01T16:59:00Z
EW-0147,Collected,CollectorA,Selangor,Collected from user,2026-01-02T14:59:00Z
EW-0147,Recycled,RecyclerX,Kuala Lumpur,Final stage: recycled,2026-01-03T01:59:00Z
EW-0148,Registered,CollectorB,Melaka,Initial registration,2026-01-01T08:51:00Z
EW-0148,Collected,CollectorB,Melaka,Collected from user,2026-01-02T03:51:00Z
EW-0148,Disposed,RecyclerX,Melaka,Final stage: disposed,2026-01-03T23:51:00Z
EW-0149,Registered,CollectorA,Johor,Initial registration,2025-12-31T15:06:00Z
EW-0149,Collected,CollectorA,Johor,Collected from user,2026-01-01T22:06:00Z
EW-0149,Recycled,RecyclerY,Perak,Final stage: recycled,2026-01-04T15:06:00Z
EW-0150,Registered,CollectorB,Selangor,Initial registration,2025-12-31T08:57:00Z
EW-0150,Collected,CollectorB,Selangor,Collected from user,2026-01-01T17:57:00Z
EW-0150,Disposed,RecyclerX,Johor,Final stage: disposed,2026-01-02T12:57:00Z
EW-0151,Registered,CollectorA,Penang,Initial registration,2025-12-31T10:48:00Z
EW-0151,Collected,CollectorA,Penang,Collected from user,2026-01-02T02:48:00Z
EW-0151,Recycled,RecyclerX,Penang,Final stage: recycled,2026-01-04T13:48:00Z
EW-0152,Registered,CollectorB,Johor,Initial registration,2025-12-31T00:29:00Z
EW-0152,Collected,CollectorB,Johor,Collected from user,2026-01-01T08:29:00Z
EW-0152,Recycled,RecyclerY,Perak,Final stage: recycled,2026-01-01T16:29:00Z
EW-0153,Registered,CollectorA,Penang,Initial registration,2026-01-01T01:56:00Z
EW-0153,Collected,CollectorA,Penang,Collected from user,2026-01-02T16:56:00Z
EW-0153,Disposed,RecyclerX,Kuala Lumpur,Final stage: disposed,2026-01-05T10:56:00Z
EW-0154,Registered,CollectorB,Kuala Lumpur,Initial registration,2025-12-31T13:03:00Z
EW-0154,Collected,CollectorB,Kuala Lumpur,Collected from user,2025-12-31T17:03:00Z
EW-0154,Disposed,RecyclerY,Kuala Lumpur,Final stage: disposed,2026-01-01T23:03:00Z
EW-0155,Registered,CollectorC,Melaka,Initial registration,2025-12-29T22:35:00Z
EW-0155,Collected,CollectorC,Melaka,Collected from user,2025-12-30T07:35:00Z
EW-0155,Disposed,RecyclerY,Penang,Final stage: disposed,2025-12-31T01:35:00Z
EW-0156,Registered,CollectorC,Kuala Lumpur,Initial registration,2025-12-29T12:33:00Z
EW-0156,Collected,CollectorC,Kuala Lumpur,Collected from user,2025-12-29T15:33:00Z
EW-0156,Disposed,RecyclerY,Perak,Final stage: disposed,2025-12-30T14:33:00Z
EW-0157,Registered,CollectorB,Perak,Initial registration,2025-12-31T01:51:00Z
EW-0157,Collected,CollectorB,Perak,Collected from user,2025-12-31T12:51:00Z
EW-0157,Disposed,RecyclerY,Perak,Final stage: disposed,2026-01-02T20:51:00Z
EW-0158,Registered,CollectorB,Penang,Initial registration,2025-12-29T21:19:00Z
EW-0158,Collected,CollectorB,Penang,Collected from user,2025-12-31T00:19:00Z
EW-0158,Recycled,RecyclerY,Penang,Final stage: recycled,2026-01-01T21:19:00Z
EW-0159,Registered,CollectorC,Melaka,Initial registration,2025-12-31T10:16:00Z
EW-0159,Collected,CollectorC,Melaka,Collected from user,2025-12-31T20:16:00Z
EW-0159,Recycled,RecyclerX,Selangor,Final stage: recycled,2026-01-02T09:16:00Z
EW-0160,Registered,CollectorC,Selangor,Initial registration,2025-12-31T14:23:00Z
EW-0160,Collected,CollectorC,Selangor,Collected from user,2026-01-01T23:23:00Z
EW-0160,Recycled,RecyclerX,Perak,Final stage: recycled,2026-01-04T17:23:00Z
EW-0161,Registered,CollectorC,Johor,Initial registration,2025-12-31T01:12:00Z
EW-0161,Collected,CollectorC,Johor,Collected from user,2025-12-31T13:12:00Z
EW-0161,Disposed,RecyclerY,Melaka,Final stage: disposed,2026-01-03T05:12:00Z
EW-0162,Registered,CollectorB,Perak,Initial registration,2025-12-30T23:07:00Z
EW-0162,Collected,CollectorB,Perak,Collected from user,2025-12-31T14:07:00Z
EW-0162,Disposed,RecyclerX,Melaka,Final stage: disposed,2026-01-02T10:07:00Z
EW-0163,Registered,CollectorB,Kuala Lumpur,Initial registration,2026-01-01T12:39:00Z
EW-0163,Collected,CollectorB,Kuala Lumpur,Collected from user,2026-01-03T08:39:00Z
EW-0163,Disposed,RecyclerY,Selangor,Final stage: disposed,2026-01-05T14:39:00Z
EW-0164,Registered,CollectorB,Johor,Initial registration,2025-12-30T17:22:00Z
EW-0164,Collected,CollectorB,Johor,Collected from user,2026-01-01T17:22:00Z
EW-0164,Recycled,RecyclerX,Perak,Final stage: recycled,2026-01-04T12:22:00Z
EW-0165,Registered,CollectorC,Perak,Initial registration,2025-12-30T15:02:00Z
EW-0165,Collected,CollectorC,Perak,Collected from user,2025-12-31T07:02:00Z
EW-0165,Recycled,RecyclerX,Kuala Lumpur,Final stage: recycled,2025-12-31T19:02:00Z
EW-0166,Registered,CollectorC,Selangor,Initial registration,2025-12-29T07:04:00Z
EW-0166,Collected,CollectorC,Selangor,Collected from user,2025-12-30T19:04:00Z
EW-0166,Disposed,RecyclerY,Johor,Final stage: disposed,2025-12-31T21:04:00Z
EW-0167,Registered,CollectorA,Melaka,Initial registration,2026-01-01T12:45:00Z
EW-0167,Collected,CollectorA,Melaka,Collected from user,2026-01-02T03:45:00Z
EW-0167,Recycled,RecyclerY,Selangor,Final stage: recycled,2026-01-02T13:45:00Z
EW-0168,Registered,CollectorA,Kuala Lumpur,Initial registration,2025-12-30T23:06:00Z
EW-0168,Collected,CollectorA,Kuala Lumpur,Collected from user,2026-01-01T12:06:00Z
EW-0168,Disposed,RecyclerY,Johor,Final stage: disposed,2026-01-02T07:06:00Z
EW-0169,Registered,CollectorA,Penang,Initial registration,2025-12-30T04:33:00Z
EW-0169,Collected,CollectorA,Penang,Collected from user,2026-01-01T03:33:00Z
EW-0169,Disposed,RecyclerX,Kuala Lumpur,Final stage: disposed,2026-01-03T19:33:00Z
EW-0170,Registered,CollectorA,Perak,Initial registration,2025-12-31T13:43:00Z
EW-0170,Collected,CollectorA,Perak,Collected from user,2026-01-01T17:43:00Z
EW-0170,Disposed,RecyclerX,Johor,Final stage: disposed,2026-01-04T16:43:00Z
EW-0171,Registered,CollectorA,Penang,Initial registration,2025-12-31T10:44:00Z
EW-0171,Collected,CollectorA,Penang,Collected from user,2026-01-01T02:44:00Z
EW-0171,Disposed,RecyclerY,Penang,Final stage: disposed,2026-01-03T17:44:00Z
EW-0172,Registered,CollectorC,Kuala Lumpur,Initial registration,2025-12-31T21:54:00Z
EW-0172,Collected,CollectorC,Kuala Lumpur,Collected from user,2026-01-01T17:54:00Z
EW-0172,Disposed,RecyclerY,Melaka,Final stage: disposed,2026-01-02T19:54:00Z
EW-0173,Registered,CollectorA,Johor,Initial registration,2025-12-30T03:16:00Z
EW-0173,Collected,CollectorA,Johor,Collected from user,2025-12-31T09:16:00Z
EW-0173,Disposed,RecyclerY,Perak,Final stage: disposed,2026-01-02T14:16:00Z
EW-0174,Registered,CollectorC,Johor,Initial registration,2026-01-01T06:28:00Z
EW-0174,Collected,CollectorC,Johor,Collected from user,2026-01-03T04:28:00Z
EW-0174,Recycled,RecyclerX,Kuala Lumpur,Final stage: recycled,2026-01-05T08:28:00Z
EW-0175,Registered,CollectorC,Johor,Initial registration,2025-12-29T22:14:00Z
EW-0175,Collected,CollectorC,Johor,Collected from user,2025-12-31T18:14:00Z
EW-0175,Disposed,RecyclerX,Perak,Final stage: disposed,2026-01-02T02:14:00Z
EW-0176,Registered,CollectorB,Perak,Initial registration,2025-12-29T14:14:00Z
EW-0176,Collected,CollectorB,Perak,Collected from user,2025-12-31T02:14:00Z
EW-0176,Disposed,RecyclerX,Johor,Final stage: disposed,2026-01-02T19:14:00Z
EW-0177,Registered,CollectorB,Penang,Initial registration,2025-12-29T15:04:00Z
EW-0177,Collected,CollectorB,Penang,Collected from user,2025-12-31T02:04:00Z
EW-0177,Recycled,RecyclerY,Kuala Lumpur,Final stage: recycled,2025-12-31T15:04:00Z
EW-0178,Registered,CollectorB,Johor,Initial registration,2025-12-31T19:36:00Z
EW-0178,Collected,CollectorB,Johor,Collected from user,2026-01-01T20:36:00Z
EW-0178,Recycled,RecyclerX,Melaka,Final stage: recycled,2026-01-04T02:36:00Z
EW-0179,Registered,CollectorC,Selangor,Initial registration,2025-12-30T12:46:00Z
EW-0179,Collected,CollectorC,Selangor,Collected from user,2025-12-30T13:46:00Z
EW-0179,Disposed,RecyclerY,Melaka,Final stage: disposed,2025-12-30T21:46:00Z
EW-0180,Registered,CollectorB,Penang,Initial registration,2025-12-30T03:32:00Z
EW-0180,Collected,CollectorB,Penang,Collected from user,2025-12-30T21:32:00Z
EW-0180,Recycled,RecyclerX,Melaka,Final stage: recycled,2026-01-01T03:32:00Z
EW-0181,Registered,CollectorA,Perak,Initial registration,2025-12-29T10:57:00Z
EW-0181,Collected,CollectorA,Perak,Collected from user,2025-12-30T15:57:00Z
EW-0181,Recycled,RecyclerX,Johor,Final stage: recycled,2025-12-31T03:57:00Z
EW-0182,Registered,CollectorA,Perak,Initial registration,2025-12-30T21:51:00Z
EW-0182,Collected,CollectorA,Perak,Collected from user,2025-12-31T12:51:00Z
EW-0182,Disposed,RecyclerX,Penang,Final stage: disposed,2026-01-02T10:51:00Z
EW-0183,Registered,CollectorA,Perak,Initial registration,2026-01-01T15:08:00Z
EW-0183,Collected,CollectorA,Perak,Collected from user,2026-01-03T15:08:00Z
EW-0183,Disposed,RecyclerY,Kuala Lumpur,Final stage: disposed,2026-01-04T19:08:00Z
EW-0184,Registered,CollectorB,Selangor,Initial registration,2025-12-30T23:18:00Z
EW-0184,Collected,CollectorB,Selangor,Collected from user,2026-01-01T00:18:00Z
EW-0184,Disposed,RecyclerX,Selangor,Final stage: disposed,2026-01-02T05:18:00Z
EW-0185,Registered,CollectorB,Johor,Initial registration,2026-01-01T10:27:00Z
EW-0185,Collected,CollectorB,Johor,Collected from user,2026-01-02T20:27:00Z
EW-0185,Disposed,RecyclerX,Penang,Final stage: disposed,2026-01-03T19:27:00Z
EW-0186,Registered,CollectorA,Perak,Initial registration,2025-12-30T08:22:00Z
EW-0186,Collected,CollectorA,Perak,Collected from user,2025-12-30T12:22:00Z
EW-0186,Disposed,RecyclerX,Kuala Lumpur,Final stage: disposed,2026-01-01T04:22:00Z
EW-0187,Registered,CollectorB,Penang,Initial registration,2025-12-29T08:27:00Z
EW-0187,Collected,CollectorB,Penang,Collected from user,2025-12-29T22:27:00Z
EW-0187,Recycled,RecyclerY,Selangor,Final stage: recycled,2025-12-31T04:27:00Z
EW-0188,Registered,CollectorB,Johor,Initial registration,2026-01-01T07:13:00Z
EW-0188,Collected,CollectorB,Johor,Collected from user,2026-01-03T01:13:00Z
EW-0188,Disposed,RecyclerY,Penang,Final stage: disposed,2026-01-05T04:13:00Z
EW-0189,Registered,CollectorB,Selangor,Initial registration,2025-12-31T08:58:00Z
EW-0189,Collected,CollectorB,Selangor,Collected from user,2026-01-01T05:58:00Z
EW-0189,Recycled,RecyclerX,Melaka,Final stage: recycled,2026-01-03T15:58:00Z
EW-0190,Registered,CollectorC,Melaka,Initial registration,2025-12-31T15:22:00Z
EW-0190,Collected,CollectorC,Melaka,Collected from user,2026-01-01T10:22:00Z
EW-0190,Recycled,RecyclerY,Selangor,Final stage: recycled,2026-01-02T11:22:00Z
EW-0191,Registered,CollectorB,Johor,Initial registration,2026-01-01T01:20:00Z
EW-0191,Collected,CollectorB,Johor,Collected from user,2026-01-02T07:20:00Z
EW-0191,Disposed,RecyclerX,Selangor,Final stage: disposed,2026-01-03T10:20:00Z
EW-0192,Registered,CollectorC,Kuala Lumpur,Initial registration,2025-12-29T16:30:00Z
EW-0192,Collected,CollectorC,Kuala Lumpur,Collected from user,2025-12-31T11:30:00Z
EW-0192,Recycled,RecyclerY,Selangor,Final stage: recycled,2025-12-31T23:30:00Z
EW-0193,Registered,CollectorB,Penang,Initial registration,2025-12-29T14:37:00Z
EW-0193,Collected,CollectorB,Penang,Collected from user,2025-12-31T06:37:00Z
EW-0193,Disposed,RecyclerX,Kuala Lumpur,Final stage: disposed,2026-01-03T01:37:00Z
EW-0194,Registered,CollectorC,Penang,Initial registration,2025-12-29T08:42:00Z
EW-0194,Collected,CollectorC,Penang,Collected from user,2025-12-30T17:42:00Z
EW-0194,Recycled,RecyclerX,Kuala Lumpur,Final stage: recycled,2026-01-02T06:42:00Z
EW-0195,Registered,CollectorB,Penang,Initial registration,2025-12-31T12:33:00Z
EW-0195,Collected,CollectorB,Penang,Collected from user,2025-12-31T18:33:00Z
EW-0195,Disposed,RecyclerY,Perak,Final stage: disposed,2026-01-02T23:33:00Z
EW-0196,Registered,CollectorC,Melaka,Initial registration,2025-12-29T10:41:00Z
EW-0196,Collected,CollectorC,Melaka,Collected from user,2025-12-29T16:41:00Z
EW-0196,Disposed,RecyclerY,Perak,Final stage: disposed,2026-01-01T01:41:00Z
EW-0197,Registered,CollectorB,Johor,Initial registration,2025-12-31T03:35:00Z
EW-0197,Collected,CollectorB,Johor,Collected from user,2026-01-01T16:35:00Z
EW-0197,Recycled,RecyclerX,Selangor,Final stage: recycled,2026-01-02T10:35:00Z
EW-0198,Registered,CollectorC,Perak,Initial registration,2025-12-29T10:51:00Z
EW-0198,Collected,CollectorC,Perak,Collected from user,2025-12-29T22:51:00Z
EW-0198,Recycled,RecyclerX,Perak,Final stage: recycled,2025-12-31T20:51:00Z
EW-0199,Registered,CollectorA,Perak,Initial registration,2025-12-31T11:29:00Z
EW-0199,Collected,CollectorA,Perak,Collected from user,2026-01-02T07:29:00Z
EW-0199,Disposed,RecyclerX,Melaka,Final stage: disposed,2026-01-04T07:29:00Z
EW-0200,Registered,CollectorA,Kuala Lumpur,Initial registration,2025-12-31T04:52:00Z
EW-0200,Collected,CollectorA,Kuala Lumpur,Collected from user,2026-01-01T19:52:00Z
EW-0200,Disposed,RecyclerX,Melaka,Final stage: disposed,2026-01-04T03:52:00Z
